NM_MUN,CD_MUN,TOT_POP,ABS_POP_BRANCA,ABS_POP_PRETA,ABS_POP_AMARELA,ABS_POP_PARDA,ABS_POP_INDIGENA,IGNORADOS,PERC_BRANCA,PERC_PRETA,PERC_AMARELA,PERC_PARDA,PERC_INDIGENA,ABS_INDIGENA_COR_RACA,PERC_INDIGENA_COR_RACA
Batalha,  2 700 706 ,   16 448,   4 424,   1 392,4,   10 609,19,0,"26,9","8,5","0,0","64,5","0,1",    26 ,"0,2"
Belém,  2 700 805 ,   4 722,   1 145,496,1,   3 057,23,0,"24,2","10,5","0,0","64,7","0,5",    23 ,"0,5"
Belo Monte,  2 700 904 ,   5 936,   1 400,471,- ,   4 063,2,0,"23,6","7,9","0,0","68,4","0,0",    2 ,"0,0"
Boca da Mata,  2 701 001 ,   21 187,   6 007,   1 662,29,   13 481,7,1,"28,4","7,8","0,1","63,6","0,0",    7 ,"0,0"
Branquinha,  2 701 100 ,   9 603,   2 346,944,29,   6 280,4,0,"24,4","9,8","0,3","65,4","0,0",    4 ,"0,0"
Cacimbinhas,  2 701 209 ,   10 482,   2 923,962,5,   6 575,17,0,"27,9","9,2","0,0","62,7","0,2",    17 ,"0,2"
Cajueiro,  2 701 308 ,   16 024,   4 600,   1 483,11,   9 901,29,0,"28,7","9,3","0,1","61,8","0,2",    29 ,"0,2"
Campestre,  2 701 357 ,   6 665,   1 754,638,3,   4 267,3,0,"26,3","9,6","0,0","64,0","0,0",    3 ,"0,0"
Campo Alegre,  2 701 407 ,   32 106,   8 442,   3 626,33,   19 990,14,1,"26,3","11,3","0,1","62,3","0,0",    14 ,"0,0"
Campo Grande,  2 701 506 ,   8 143,   1 957,742,3,   5 434,7,0,"24,0","9,1","0,0","66,7","0,1",    11 ,"0,1"
Canapi,  2 701 605 ,   15 559,   4 216,853,9,   10 469,12,0,"27,1","5,5","0,1","67,3","0,1",    12 ,"0,1"
Capela,  2 701 704 ,   15 032,   4 107,   1 926,19,   8 973,7,0,"27,3","12,8","0,1","59,7","0,0",    7 ,"0,0"
Carneiros,  2 701 803 ,   8 999,   1 915,925,3,   6 136,20,0,"21,3","10,3","0,0","68,2","0,2",    20 ,"0,2"
Chã Preta,  2 701 902 ,   5 910,   2 171,335,1,   3 403,- ,0,"36,7","5,7","0,0","57,6","0,0",- ,"0,0"
Coité do Nóia,  2 702 009 ,   10 810,   3 717,730,- ,   6 360,- ,3,"34,4","6,8","0,0","58,9","0,0",- ,"0,0"
Colônia Leopoldina,  2 702 108 ,   15 816,   5 012,   1 018,23,   9 737,26,0,"31,7","6,4","0,1","61,6","0,2",    28 ,"0,2"
Coqueiro Seco,  2 702 207 ,   5 581,   1 282,567,1,   3 729,2,0,"23,0","10,2","0,0","66,8","0,0",    2 ,"0,0"
Coruripe,  2 702 306 ,   50 414,   14 026,   5 249,138,   30 939,60,2,"27,8","10,4","0,3","61,4","0,1",    191 ,"0,4"
Craíbas,  2 702 355 ,   25 397,   6 913,   1 774,19,   16 678,12,1,"27,2","7,0","0,1","65,7","0,0",    12 ,"0,0"
Delmiro Gouveia,  2 702 405 ,   51 318,   12 521,   3 379,55,   34 947,415,1,"24,4","6,6","0,1","68,1","0,8",    910 ,"1,8"
Dois Riachos,  2 702 504 ,   9 805,   2 695,503,7,   6 591,9,0,"27,5","5,1","0,1","67,2","0,1",    28 ,"0,3"
Estrela de Alagoas,  2 702 553 ,   15 429,   4 164,798,14,   10 436,17,0,"27,0","5,2","0,1","67,6","0,1",    17 ,"0,1"
Feira Grande,  2 702 603 ,   22 712,   6 739,   1 106,1,   14 522,342,2,"29,7","4,9","0,0","63,9","1,5",    390 ,"1,7"
Feliz Deserto,  2 702 702 ,   3 963,844,520,5,   2 591,3,0,"21,3","13,1","0,1","65,4","0,1",    3 ,"0,1"
Flexeiras,  2 702 801 ,   9 618,   2 448,   1 104,7,   6 050,9,0,"25,5","11,5","0,1","62,9","0,1",    9 ,"0,1"
Girau do Ponciano,  2 702 900 ,   36 102,   8 159,   2 095,44,   25 782,21,1,"22,6","5,8","0,1","71,4","0,1",    21 ,"0,1"
Ibateguara,  2 703 007 ,   13 731,   4 816,   1 044,56,   7 790,23,2,"35,1","7,6","0,4","56,7","0,2",    23 ,"0,2"
Igaci,  2 703 106 ,   23 995,   6 843,   1 228,9,   15 880,35,0,"28,5","5,1","0,0","66,2","0,1",    35 ,"0,1"
Igreja Nova,  2 703 205 ,   21 372,   5 206,   1 923,10,   14 222,10,1,"24,4","9,0","0,0","66,5","0,0",    10 ,"0,0"
Inhapi,  2 703 304 ,   15 167,   3 154,671,21,   10 635,686,0,"20,8","4,4","0,1","70,1","4,5",    724 ,"4,8"
Jacaré dos Homens,  2 703 403 ,   5 083,863,830,- ,   3 390,- ,0,"17,0","16,3","0,0","66,7","0,0",- ,"0,0"
Jacuípe,  2 703 502 ,   5 352,   1 484,525,48,   3 285,9,1,"27,7","9,8","0,9","61,4","0,2",    9 ,"0,2"
Japaratinga,  2 703 601 ,   9 219,   2 081,   1 356,2,   5 778,2,0,"22,6","14,7","0,0","62,7","0,0",    2 ,"0,0"
Jaramataia,  2 703 700 ,   4 985,   1 227,378,- ,   3 378,2,0,"24,6","7,6","0,0","67,8","0,0",    2 ,"0,0"
Jequiá da Praia,  2 703 759 ,   9 470,   2 945,937,16,   5 567,5,0,"31,1","9,9","0,2","58,8","0,1",    5 ,"0,1"
Joaquim Gomes,  2 703 809 ,   17 150,   4 357,   1 791,20,   9 413,   1 569,0,"25,4","10,4","0,1","54,9","9,1",   2 190 ,"12,8"
Jundiá,  2 703 908 ,   4 092,   1 069,206,21,   2 792,4,0,"26,1","5,0","0,5","68,2","0,1",    4 ,"0,1"
Junqueiro,  2 704 005 ,   23 907,   6 992,   1 805,33,   15 058,19,0,"29,2","7,6","0,1","63,0","0,1",    53 ,"0,2"
Lagoa da Canoa,  2 704 104 ,   18 457,   5 137,   1 291,21,   11 995,13,0,"27,8","7,0","0,1","65,0","0,1",    13 ,"0,1"
Limoeiro de Anadia,  2 704 203 ,   24 740,   7 711,   1 690,73,   15 254,11,1,"31,2","6,8","0,3","61,7","0,0",    11 ,"0,0"
Maceió,  2 704 302 ,   957 916,   325 542,   107 251,   2 268,   520 808,   2 006,41,"34,0","11,2","0,2","54,4","0,2",   2 006 ,"0,2"
Major Isidoro,  2 704 401 ,   17 700,   5 158,   1 145,6,   11 380,11,0,"29,1","6,5","0,0","64,3","0,1",    11 ,"0,1"
Maragogi,  2 704 500 ,   32 174,   7 612,   3 746,57,   20 730,29,0,"23,7","11,6","0,2","64,4","0,1",    39 ,"0,1"
Maravilha,  2 704 609 ,   9 534,   2 406,643,13,   6 464,8,0,"25,2","6,7","0,1","67,8","0,1",    8 ,"0,1"
Marechal Deodoro,  2 704 708 ,   60 370,   16 913,   7 423,207,   35 712,114,1,"28,0","12,3","0,3","59,2","0,2",    138 ,"0,2"
Maribondo,  2 704 807 ,   13 679,   4 521,   1 288,11,   7 853,6,0,"33,1","9,4","0,1","57,4","0,0",    6 ,"0,0"
Mar Vermelho,  2 704 906 ,   3 155,   1 081,240,1,   1 832,1,0,"34,3","7,6","0,0","58,1","0,0",    1 ,"0,0"
Mata Grande,  2 705 002 ,   21 844,   5 614,   1 183,19,   14 660,367,1,"25,7","5,4","0,1","67,1","1,7",    456 ,"2,1"
Matriz de Camaragibe,  2 705 101 ,   23 857,   5 565,   2 721,22,   15 179,370,0,"23,3","11,4","0,1","63,6","1,6",    418 ,"1,8"
Messias,  2 705 200 ,   15 405,   4 013,   2 075,19,   9 281,17,0,"26,0","13,5","0,1","60,2","0,1",    35 ,"0,2"
Minador do Negrão,  2 705 309 ,   4 845,   1 471,178,1,   3 193,2,0,"30,4","3,7","0,0","65,9","0,0",    2 ,"0,0"
Monteirópolis,  2 705 408 ,   7 184,   1 233,953,1,   4 997,- ,0,"17,2","13,3","0,0","69,6","0,0",- ,"0,0"
Murici,  2 705 507 ,   25 187,   6 800,   2 962,47,   15 345,30,3,"27,0","11,8","0,2","60,9","0,1",    44 ,"0,2"
Novo Lino,  2 705 606 ,   10 020,   2 777,673,64,   6 464,37,5,"27,7","6,7","0,6","64,5","0,4",    61 ,"0,6"
Olho d'Água das Flores,  2 705 705 ,   20 695,   4 823,   1 618,31,   14 196,26,1,"23,3","7,8","0,1","68,6","0,1",    30 ,"0,1"
Olho d'Água do Casado,  2 705 804 ,   8 349,   1 652,707,7,   5 949,34,0,"19,8","8,5","0,1","71,3","0,4",    34 ,"0,4"
Olho d'Água Grande,  2 705 903 ,   4 330,   1 222,220,23,   2 862,3,0,"28,2","5,1","0,5","66,1","0,1",    3 ,"0,1"
Olivença,  2 706 000 ,   10 812,   2 403,521,8,   7 867,13,0,"22,2","4,8","0,1","72,8","0,1",    13 ,"0,1"
Ouro Branco,  2 706 109 ,   11 446,   3 432,484,6,   7 518,6,0,"30,0","4,2","0,1","65,7","0,1",    6 ,"0,1"
Palestina,  2 706 208 ,   4 325,705,883,- ,   2 735,2,0,"16,3","20,4","0,0","63,2","0,0",    2 ,"0,0"
Palmeira dos Índios,  2 706 307 ,   71 574,   21 359,   4 310,48,   42 938,   2 918,1,"29,8","6,0","0,1","60,0","4,1",   4 375 ,"6,1"
Pão de Açúcar,  2 706 406 ,   23 823,   3 660,   2 291,18,   17 783,71,0,"15,4","9,6","0,1","74,6","0,3",    110 ,"0,5"
Pariconha,  2 706 422 ,   10 573,   1 198,374,4,   4 199,   4 798,0,"11,3","3,5","0,0","39,7","45,4",   5 934 ,"56,1"
Paripueira,  2 706 448 ,   13 835,   3 717,   1 435,25,   8 606,52,0,"26,9","10,4","0,2","62,2","0,4",    52 ,"0,4"
Passo de Camaragibe,  2 706 505 ,   13 804,   3 377,   1 737,14,   8 637,39,0,"24,5","12,6","0,1","62,6","0,3",    39 ,"0,3"
Paulo Jacinto,  2 706 604 ,   6 576,   2 281,401,11,   3 873,10,0,"34,7","6,1","0,2","58,9","0,2",    10 ,"0,2"
Penedo,  2 706 703 ,   58 650,   14 959,   6 912,123,   36 478,176,2,"25,5","11,8","0,2","62,2","0,3",    176 ,"0,3"
Piaçabuçu,  2 706 802 ,   15 908,   3 866,   1 666,8,   10 349,19,0,"24,3","10,5","0,1","65,1","0,1",    84 ,"0,5"
Pilar,  2 706 901 ,   35 370,   9 632,   4 167,86,   21 455,26,4,"27,2","11,8","0,2","60,7","0,1",    26 ,"0,1"
Pindoba,  2 707 008 ,   2 731,812,406,- ,   1 513,- ,0,"29,7","14,9","0,0","55,4","0,0",- ,"0,0"
Piranhas,  2 707 107 ,   22 609,   4 804,   1 999,25,   15 708,73,0,"21,2","8,8","0,1","69,5","0,3",    332 ,"1,5"
Poço das Trincheiras,  2 707 206 ,   12 518,   2 949,722,1,   8 827,19,0,"23,6","5,8","0,0","70,5","0,2",    19 ,"0,2"
Porto Calvo,  2 707 305 ,   24 071,   5 992,   2 861,59,   15 148,9,2,"24,9","11,9","0,2","62,9","0,0",    9 ,"0,0"
Porto de Pedras,  2 707 404 ,   9 295,   1 650,859,26,   6 752,8,0,"17,8","9,2","0,3","72,6","0,1",    8 ,"0,1"
Porto Real do Colégio,  2 707 503 ,   20 082,   4 652,   1 442,5,   11 621,   2 362,0,"23,2","7,2","0,0","57,9","11,8",   2 518 ,"12,5"
Quebrangulo,  2 707 602 ,   11 080,   3 270,866,8,   6 911,25,0,"29,5","7,8","0,1","62,4","0,2",    25 ,"0,2"
Rio Largo,  2 707 701 ,   93 927,   26 716,   10 734,192,   56 189,93,3,"28,4","11,4","0,2","59,8","0,1",    97 ,"0,1"
Roteiro,  2 707 800 ,   6 474,   1 638,524,4,   4 306,2,0,"25,3","8,1","0,1","66,5","0,0",    2 ,"0,0"
Santa Luzia do Norte,  2 707 909 ,   6 919,   1 455,968,4,   4 480,12,0,"21,0","14,0","0,1","64,7","0,2",    12 ,"0,2"
Santana do Ipanema,  2 708 006 ,   46 220,   13 641,   2 638,71,   29 704,166,0,"29,5","5,7","0,2","64,3","0,4",    338 ,"0,7"
Santana do Mundaú,  2 708 105 ,   11 323,   3 605,818,7,   6 882,11,0,"31,8","7,2","0,1","60,8","0,1",    11 ,"0,1"
São Brás,  2 708 204 ,   6 555,   1 468,466,5,   4 547,69,0,"22,4","7,1","0,1","69,4","1,1",    97 ,"1,5"
São José da Laje,  2 708 303 ,   20 813,   7 009,   1 943,42,   11 790,29,0,"33,7","9,3","0,2","56,6","0,1",    43 ,"0,2"
São José da Tapera,  2 708 402 ,   30 604,   5 164,   1 638,14,   23 717,65,6,"16,9","5,4","0,0","77,5","0,2",    67 ,"0,2"
São Luís do Quitunde,  2 708 501 ,   30 873,   7 712,   3 521,52,   19 568,20,0,"25,0","11,4","0,2","63,4","0,1",    27 ,"0,1"
São Miguel dos Campos,  2 708 600 ,   51 990,   13 880,   6 447,196,   31 342,124,1,"26,7","12,4","0,4","60,3","0,2",    316 ,"0,6"
São Miguel dos Milagres,  2 708 709 ,   8 482,   2 157,   1 115,17,   5 168,25,0,"25,4","13,1","0,2","60,9","0,3",    25 ,"0,3"
São Sebastião,  2 708 808 ,   31 786,   11 090,   1 769,34,   17 776,   1 114,3,"34,9","5,6","0,1","55,9","3,5",   1 286 ,"4,0"
Satuba,  2 708 907 ,   24 278,   6 808,   2 832,39,   14 576,22,1,"28,0","11,7","0,2","60,0","0,1",    22 ,"0,1"
Senador Rui Palmeira,  2 708 956 ,   12 303,   2 657,885,3,   8 747,11,0,"21,6","7,2","0,0","71,1","0,1",    11 ,"0,1"
Tanque d'Arca,  2 709 004 ,   5 796,   1 746,453,8,   3 579,10,0,"30,1","7,8","0,1","61,7","0,2",    10 ,"0,2"
Taquarana,  2 709 103 ,   19 032,   5 202,   1 247,20,   12 497,66,0,"27,3","6,6","0,1","65,7","0,3",    66 ,"0,3"
Teotônio Vilela,  2 709 152 ,   38 053,   9 768,   4 267,98,   23 830,90,0,"25,7","11,2","0,3","62,6","0,2",    175 ,"0,5"
Traipu,  2 709 202 ,   23 565,   5 379,   1 682,19,   16 385,100,0,"22,8","7,1","0,1","69,5","0,4",    106 ,"0,4"
União dos Palmares,  2 709 301 ,   59 280,   18 452,   6 327,150,   34 287,63,1,"31,1","10,7","0,3","57,8","0,1",    162 ,"0,3"
Viçosa,  2 709 400 ,   24 092,   6 829,   1 798,6,   15 452,6,1,"28,3","7,5","0,0","64,1","0,0",    6 ,"0,0"
Amparo do São Francisco,  2 800 100 ,   2 170,449,484,2,   1 235,- ,0,"20,7","22,3","0,1","56,9","0,0",- ,"0,0"
Aquidabã,  2 800 209 ,   20 131,   5 539,   1 736,21,   12 818,17,0,"27,5","8,6","0,1","63,7","0,1",    17 ,"0,1"
Aracaju,  2 800 308 ,   602 757,   179 290,   86 557,   1 223,   333 766,   1 894,27,"29,7","14,4","0,2","55,4","0,3",   1 944 ,"0,3"
Arauá,  2 800 407 ,   10 318,   1 649,   1 587,5,   7 073,4,0,"16,0","15,4","0,0","68,6","0,0",    4 ,"0,0"
Areia Branca,  2 800 506 ,   18 081,   3 315,   2 905,10,   11 825,26,0,"18,3","16,1","0,1","65,4","0,1",    26 ,"0,1"
Barra dos Coqueiros,  2 800 605 ,   41 511,   9 955,   6 819,26,   24 606,105,0,"24,0","16,4","0,1","59,3","0,3",    105 ,"0,3"
Boquim,  2 800 670 ,   24 636,   4 962,   2 744,20,   16 889,21,0,"20,1","11,1","0,1","68,6","0,1",    21 ,"0,1"
Brejo Grande,  2 800 704 ,   7 841,   1 400,   1 903,9,   4 522,7,0,"17,9","24,3","0,1","57,7","0,1",    7 ,"0,1"
Campo do Brito,  2 801 009 ,   18 149,   4 891,   1 759,11,   11 484,4,0,"26,9","9,7","0,1","63,3","0,0",    4 ,"0,0"
Canhoba,  2 801 108 ,   3 791,874,408,1,   2 507,1,0,"23,1","10,8","0,0","66,1","0,0",    1 ,"0,0"
Canindé de São Francisco,  2 801 207 ,   26 834,   6 313,   2 279,31,   18 156,55,0,"23,5","8,5","0,1","67,7","0,2",    55 ,"0,2"
Capela,  2 801 306 ,   31 645,   6 095,   4 696,27,   20 798,29,0,"19,3","14,8","0,1","65,7","0,1",    29 ,"0,1"
Carira,  2 801 405 ,   19 939,   5 791,   1 091,12,   13 031,14,0,"29,0","5,5","0,1","65,4","0,1",    14 ,"0,1"
Carmópolis,  2 801 504 ,   13 853,   2 805,   2 476,10,   8 548,14,0,"20,2","17,9","0,1","61,7","0,1",    14 ,"0,1"
Cedro de São João,  2 801 603 ,   5 391,   1 983,319,1,   3 088,- ,0,"36,8","5,9","0,0","57,3","0,0",- ,"0,0"
Cristinápolis,  2 801 702 ,   17 100,   2 560,   1 785,15,   12 736,4,0,"15,0","10,4","0,1","74,5","0,0",    4 ,"0,0"
Cumbe,  2 801 900 ,   3 824,   1 039,363,1,   2 391,30,0,"27,2","9,5","0,0","62,5","0,8",    30 ,"0,8"
Divina Pastora,  2 802 007 ,   4 340,644,   1 260,6,   2 429,1,0,"14,8","29,0","0,1","56,0","0,0",    1 ,"0,0"
Estância,  2 802 106 ,   65 078,   11 935,   10 374,58,   42 570,139,2,"18,3","15,9","0,1","65,4","0,2",    139 ,"0,2"
Feira Nova,  2 802 205 ,   5 975,   1 369,414,- ,   4 182,10,0,"22,9","6,9","0,0","70,0","0,2",    10 ,"0,2"
Frei Paulo,  2 802 304 ,   14 530,   3 189,   1 234,16,   10 088,3,0,"21,9","8,5","0,1","69,4","0,0",    3 ,"0,0"
Gararu,  2 802 403 ,   11 096,   2 873,913,5,   7 295,10,0,"25,9","8,2","0,0","65,7","0,1",    10 ,"0,1"
General Maynard,  2 802 502 ,   3 037,471,620,1,   1 945,- ,0,"15,5","20,4","0,0","64,0","0,0",- ,"0,0"
Gracho Cardoso,  2 802 601 ,   5 834,   1 629,288,1,   3 910,6,0,"27,9","4,9","0,0","67,0","0,1",    6 ,"0,1"
Ilha das Flores,  2 802 700 ,   8 321,   1 989,961,1,   5 362,8,0,"23,9","11,5","0,0","64,4","0,1",    8 ,"0,1"
Indiaroba,  2 802 809 ,   16 549,   1 782,   3 176,34,   11 523,34,0,"10,8","19,2","0,2","69,6","0,2",    52 ,"0,3"
Itabaiana,  2 802 908 ,   103 440,   33 565,   7 951,119,   61 693,111,1,"32,4","7,7","0,1","59,6","0,1",    111 ,"0,1"
Itabaianinha,  2 803 005 ,   40 678,   9 785,   3 425,22,   27 418,24,4,"24,1","8,4","0,1","67,4","0,1",    24 ,"0,1"
Itabi,  2 803 104 ,   4 745,   1 424,245,2,   3 068,6,0,"30,0","5,2","0,0","64,7","0,1",    6 ,"0,1"
Itaporanga d'Ajuda,  2 803 203 ,   34 411,   5 489,   5 502,33,   23 324,60,3,"16,0","16,0","0,1","67,8","0,2",    60 ,"0,2"
Japaratuba,  2 803 302 ,   16 209,   2 840,   2 633,7,   10 712,17,0,"17,5","16,2","0,0","66,1","0,1",    17 ,"0,1"
Japoatã,  2 803 401 ,   13 407,   3 100,   1 925,38,   8 331,13,0,"23,1","14,4","0,3","62,1","0,1",    13 ,"0,1"
Lagarto,  2 803 500 ,   101 579,   27 013,   9 372,58,   65 022,108,6,"26,6","9,2","0,1","64,0","0,1",    108 ,"0,1"
Laranjeiras,  2 803 609 ,   23 975,   2 755,   6 045,19,   15 125,30,1,"11,5","25,2","0,1","63,1","0,1",    30 ,"0,1"
Macambira,  2 803 708 ,   6 838,   1 467,503,1,   4 865,2,0,"21,5","7,4","0,0","71,1","0,0",    2 ,"0,0"
Malhada dos Bois,  2 803 807 ,   3 579,825,492,3,   2 249,10,0,"23,1","13,7","0,1","62,8","0,3",    10 ,"0,3"
Malhador,  2 803 906 ,   11 533,   2 377,   1 166,10,   7 971,9,0,"20,6","10,1","0,1","69,1","0,1",    13 ,"0,1"
Maruim,  2 804 003 ,   15 719,   3 049,   3 455,17,   9 165,33,0,"19,4","22,0","0,1","58,3","0,2",    33 ,"0,2"
Moita Bonita,  2 804 102 ,   11 050,   3 201,593,7,   7 247,2,0,"29,0","5,4","0,1","65,6","0,0",    2 ,"0,0"
Monte Alegre de Sergipe,  2 804 201 ,   14 336,   4 327,742,19,   9 246,2,0,"30,2","5,2","0,1","64,5","0,0",    2 ,"0,0"
Muribeca,  2 804 300 ,   7 822,   1 654,807,14,   5 344,2,1,"21,1","10,3","0,2","68,3","0,0",    2 ,"0,0"
Neópolis,  2 804 409 ,   16 426,   3 068,   2 019,8,   11 310,21,0,"18,7","12,3","0,0","68,9","0,1",    21 ,"0,1"
Nossa Senhora Aparecida,  2 804 458 ,   9 232,   3 019,371,7,   5 827,8,0,"32,7","4,0","0,1","63,1","0,1",    8 ,"0,1"
Nossa Senhora da Glória,  2 804 508 ,   41 212,   13 693,   2 282,18,   25 189,30,0,"33,2","5,5","0,0","61,1","0,1",    30 ,"0,1"
Nossa Senhora das Dores,  2 804 607 ,   24 996,   6 909,   1 914,45,   16 088,39,1,"27,6","7,7","0,2","64,4","0,2",    39 ,"0,2"
Nossa Senhora de Lourdes,  2 804 706 ,   6 268,   1 809,453,4,   3 985,17,0,"28,9","7,2","0,1","63,6","0,3",    17 ,"0,3"
Nossa Senhora do Socorro,  2 804 805 ,   192 330,   40 779,   33 687,304,   117 081,476,3,"21,2","17,5","0,2","60,9","0,2",    476 ,"0,2"
Pacatuba,  2 804 904 ,   12 502,   2 471,   1 388,7,   8 634,2,0,"19,8","11,1","0,1","69,1","0,0",    2 ,"0,0"
Pedra Mole,  2 805 000 ,   2 778,302,278,1,   2 197,- ,0,"10,9","10,0","0,0","79,1","0,0",- ,"0,0"
Pedrinhas,  2 805 109 ,   7 396,   1 423,978,4,   4 980,11,0,"19,2","13,2","0,1","67,3","0,1",    12 ,"0,2"
Pinhão,  2 805 208 ,   5 677,883,351,3,   4 439,1,0,"15,6","6,2","0,1","78,2","0,0",    5 ,"0,1"
Pirambu,  2 805 307 ,   7 913,   1 561,   1 191,20,   5 132,5,4,"19,7","15,1","0,3","64,9","0,1",    5 ,"0,1"
Poço Redondo,  2 805 406 ,   33 439,   7 947,   2 505,36,   22 938,12,1,"23,8","7,5","0,1","68,6","0,0",    12 ,"0,0"
Poço Verde,  2 805 505 ,   21 794,   6 524,   1 349,16,   13 889,15,1,"29,9","6,2","0,1","63,7","0,1",    15 ,"0,1"
Porto da Folha,  2 805 604 ,   26 576,   9 264,   2 090,16,   14 813,392,1,"34,9","7,9","0,1","55,7","1,5",    432 ,"1,6"
Propriá,  2 805 703 ,   26 618,   7 687,   2 716,77,   16 043,95,0,"28,9","10,2","0,3","60,3","0,4",    95 ,"0,4"
Riachão do Dantas,  2 805 802 ,   18 313,   3 176,   1 729,6,   13 401,1,0,"17,3","9,4","0,0","73,2","0,0",    1 ,"0,0"
Riachuelo,  2 805 901 ,   8 748,   1 267,   1 928,12,   5 530,10,1,"14,5","22,0","0,1","63,2","0,1",    11 ,"0,1"
Ribeirópolis,  2 806 008 ,   17 033,   6 083,661,12,   10 253,24,0,"35,7","3,9","0,1","60,2","0,1",    24 ,"0,1"
Rosário do Catete,  2 806 107 ,   9 295,   1 684,   2 118,5,   5 482,6,0,"18,1","22,8","0,1","59,0","0,1",    6 ,"0,1"
Salgado,  2 806 206 ,   20 279,   4 399,   2 375,37,   13 442,26,0,"21,7","11,7","0,2","66,3","0,1",    29 ,"0,1"
Santa Luzia do Itanhy,  2 806 305 ,   13 616,   1 578,   2 731,51,   9 242,14,0,"11,6","20,1","0,4","67,9","0,1",    14 ,"0,1"
Santana do São Francisco,  2 806 404 ,   7 346,   1 308,764,- ,   5 265,9,0,"17,8","10,4","0,0","71,7","0,1",    9 ,"0,1"
Santa Rosa de Lima,  2 806 503 ,   3 937,666,844,- ,   2 414,13,0,"16,9","21,4","0,0","61,3","0,3",    13 ,"0,3"
Santo Amaro das Brotas,  2 806 602 ,   11 092,   1 941,   2 011,25,   7 102,13,0,"17,5","18,1","0,2","64,0","0,1",    13 ,"0,1"
São Cristóvão,  2 806 701 ,   95 612,   21 104,   16 635,194,   57 416,251,12,"22,1","17,4","0,2","60,1","0,3",    252 ,"0,3"
São Domingos,  2 806 800 ,   10 327,   2 109,779,7,   7 428,4,0,"20,4","7,5","0,1","71,9","0,0",    5 ,"0,0"
São Francisco,  2 806 909 ,   3 243,739,350,- ,   2 143,11,0,"22,8","10,8","0,0","66,1","0,3",    11 ,"0,3"
São Miguel do Aleixo,  2 807 006 ,   3 434,908,264,1,   2 261,- ,0,"26,4","7,7","0,0","65,8","0,0",- ,"0,0"
Simão Dias,  2 807 105 ,   42 578,   10 929,   3 855,44,   27 709,36,5,"25,7","9,1","0,1","65,1","0,1",    36 ,"0,1"
Siriri,  2 807 204 ,   7 834,   1 277,   1 396,13,   5 092,56,0,"16,3","17,8","0,2","65,0","0,7",    56 ,"0,7"
Telha,  2 807 303 ,   3 274,939,410,1,   1 910,14,0,"28,7","12,5","0,0","58,3","0,4",    14 ,"0,4"
Tobias Barreto,  2 807 402 ,   50 905,   14 466,   3 557,31,   32 797,54,0,"28,4","7,0","0,1","64,4","0,1",    61 ,"0,1"
Tomar do Geru,  2 807 501 ,   12 012,   2 936,954,31,   8 064,27,0,"24,4","7,9","0,3","67,1","0,2",    27 ,"0,2"
Umbaúba,  2 807 600 ,   23 917,   4 398,   3 020,26,   16 451,22,0,"18,4","12,6","0,1","68,8","0,1",    22 ,"0,1"
Abaíra,  2 900 108 ,   7 301,   2 974,572,5,   3 742,7,1,"40,7","7,8","0,1","51,3","0,1",    42 ,"0,6"
Abaré,  2 900 207 ,   17 639,   2 054,   2 527,16,   10 666,   2 376,0,"11,6","14,3","0,1","60,5","13,5",   3 241 ,"18,4"
Acajutiba,  2 900 306 ,   13 795,   2 314,   2 489,2,   8 950,40,0,"16,8","18,0","0,0","64,9","0,3",    249 ,"1,8"
Adustina,  2 900 355 ,   14 201,   4 311,   1 215,41,   8 612,22,0,"30,4","8,6","0,3","60,6","0,2",    133 ,"0,9"
Água Fria,  2 900 405 ,   14 497,   1 127,   4 897,6,   8 411,56,0,"7,8","33,8","0,0","58,0","0,4",    651 ,"4,5"
Érico Cardoso,  2 900 504 ,   10 604,   2 621,   1 553,1,   6 427,2,0,"24,7","14,6","0,0","60,6","0,0",    2 ,"0,0"
Aiquara,  2 900 603 ,   4 447,581,   1 124,- ,   2 739,2,1,"13,1","25,3","0,0","61,6","0,0",    5 ,"0,1"
Alagoinhas,  2 900 702 ,   151 055,   21 773,   42 464,144,   86 349,320,5,"14,4","28,1","0,1","57,2","0,2",   1 356 ,"0,9"
Alcobaça,  2 900 801 ,   24 530,   3 452,   7 010,27,   13 842,199,0,"14,1","28,6","0,1","56,4","0,8",    498 ,"2,0"
Almadina,  2 900 900 ,   5 218,861,   1 127,- ,   3 216,14,0,"16,5","21,6","0,0","61,6","0,3",    32 ,"0,6"
Amargosa,  2 901 007 ,   36 521,   6 816,   10 393,26,   19 212,74,0,"18,7","28,5","0,1","52,6","0,2",    731 ,"2,0"
Amélia Rodrigues,  2 901 106 ,   24 138,   1 596,   9 696,17,   12 807,20,2,"6,6","40,2","0,1","53,1","0,1",    264 ,"1,1"
América Dourada,  2 901 155 ,   15 137,   2 523,   3 653,41,   8 896,21,3,"16,7","24,1","0,3","58,8","0,1",    315 ,"2,1"
Anagé,  2 901 205 ,   25 438,   6 847,   1 867,6,   16 703,15,0,"26,9","7,3","0,0","65,7","0,1",    28 ,"0,1"
Andaraí,  2 901 304 ,   13 080,   1 001,   3 856,9,   8 164,50,0,"7,7","29,5","0,1","62,4","0,4",    349 ,"2,7"
Andorinha,  2 901 353 ,   15 012,   3 775,   1 243,19,   9 903,72,0,"25,1","8,3","0,1","66,0","0,5",    482 ,"3,2"
